osmid,y,x
245662490,19.0333093,72.8886138
245663765,19.0455324,72.9140531
245663817,19.045855,72.9051082
245663877,19.0460893,72.9094591
245663894,19.0462973,72.9089703
245663961,19.0466165,72.9141073
245664055,19.0481928,72.9144325
245664114,19.0488394,72.9100462
245664187,19.049908,72.9005559
245664191,19.0499086,72.9003015
245664455,19.0505089,72.900306
245664662,19.0520984,72.9005347
245664764,19.0527529,72.9008717
245664779,19.0529987,72.8804974
245664842,19.0538405,72.8880497
245664865,19.053492,72.8809354
245664866,19.0533102,72.8823963
245664869,19.0539471,72.8893813
245664905,19.0539841,72.8946942
245665060,19.0549396,72.9109894
245665186,19.0548287,72.9005079
245665197,19.0563775,72.8837233
245665275,19.0561448,72.8974389
245665303,19.056642,72.8952415
245665304,19.0565067,72.8958394
245665307,19.0564351,72.8978484
245665344,19.0567284,72.9005503
245665354,19.056904,72.8872739
245665375,19.0572667,72.9038382
245665419,19.0573258,72.9005625
245665475,19.0579183,72.9038418
245665495,19.0579894,72.900576
245665583,19.0573215,72.8869918
245665597,19.0585235,72.9038277
245665637,19.0583939,72.8984173
245665679,19.0587817,72.8858965
245665680,19.0591177,72.9038573
245665702,19.0593098,72.8995596
245665723,19.0591704,72.9006001
245665748,19.0598306,72.8985041
245665776,19.0596332,72.8964358
245665982,19.0606543,72.8984205
245666164,19.06202,72.8834352
245666475,19.0630091,72.9149519
245667692,19.0735183,72.9028377
245668052,19.0759669,72.8800151
245668490,19.0792963,72.9079577
245668515,19.0796532,72.8803239
278919343,19.0390888,72.8948845
278919550,19.0390665,72.8947592
528785879,19.046075,72.9088011
528785934,19.0457367,72.9092659
528785949,19.0457295,72.9090118
529576444,19.0505199,72.9005172
619305731,19.0748371,72.9127401
632299700,19.0455063,72.8932657
632312691,19.0420862,72.8934702
632312696,19.047734,72.8933346
632313012,19.0507622,72.8938663
632313274,19.0533218,72.8898799
1157625205,19.0686422,72.9038561
1232643956,19.0689075,72.8987337
1232644012,19.0685557,72.900476
1232644013,19.0679594,72.8923582
1232644156,19.0679354,72.8971045
1232644197,19.0681221,72.9026691
1232644316,19.0676829,72.8927213
1232644335,19.0667369,72.8949664
1232644362,19.0650845,72.8964352
1232644427,19.0673842,72.9022692
1232644443,19.0677398,72.8985023
1232644505,19.0643742,72.8976319
1232644512,19.063349,72.8983876
1232644519,19.0685331,72.8993155
1232644609,19.0700041,72.8983556
1232644635,19.0677185,72.8947132
1232644648,19.0700538,72.8964595
1232644665,19.0683195,72.8924407
1232644726,19.0658987,72.8954855
1232644762,19.0674623,72.9022101
1232644770,19.0697085,72.8970738
1232644913,19.0700425,72.9037499
1232644920,19.0704553,72.8989883
1232644928,19.0706496,72.8987012
1232644986,19.0642315,72.8977483
1336408320,19.0522593,72.9168874
1336410620,19.0545188,72.914435
1336410623,19.0535348,72.914297
1351234029,19.0612301,72.908286
1351234030,19.0606754,72.9127058
1351234053,19.0633795,72.9025325
1351247410,19.0620317,72.9175698
1351247411,19.0613343,72.9171401
1366008977,19.0650538,72.8807541
1366009007,19.066763,72.8825525
1366009025,19.068241,72.8823152
1366009050,19.0701287,72.8804319
1366009086,19.0746057,72.8838291
1366009129,19.0762088,72.8825456
1366009151,19.0770518,72.8833953
1366027980,19.0761381,72.8816826
1366027983,19.0772722,72.8857407
1366054221,19.0770508,72.8995913
1366794970,19.0553834,72.9111052
1366795076,19.0573668,72.9135601
1366795134,19.0589624,72.9143301
1366857439,19.0554078,72.9105434
1366857555,19.0621254,72.9005919
1366857600,19.0630759,72.8985532
1366857603,19.0647313,72.887957
1366900426,19.0605357,72.9165115
1366900438,19.0619089,72.9031195
1366938229,19.0632504,72.9138851
1366938236,19.0636912,72.9124246
1366938254,19.0652085,72.8992768
1366938264,19.0650846,72.9069519
1366938274,19.0657801,72.9071188
1366938303,19.0671773,72.903277
1366938309,19.0677208,72.903139
1366938348,19.0690797,72.9061928
1366956109,19.0623128,72.9176971
1366956128,19.0633282,72.9173711
1366956140,19.0636203,72.9183507
1366956158,19.0641424,72.9186193
1366956173,19.0647088,72.9189163
1366956178,19.0648702,72.9184943
1366956182,19.0649843,72.9182583
1366956184,19.0650654,72.9181203
1366956189,19.0652355,72.9191901
1366956200,19.0652317,72.9198157
1366956203,19.0654124,72.9187478
1366956223,19.0657272,72.9181405
1366956224,19.0658116,72.9194895
1366956257,19.0659447,72.919063
1366956259,19.0660696,72.9188134
1366956262,19.06611,72.9187328
1366956264,19.0663377,72.9197608
1366956270,19.0666155,72.9199079
1366956271,19.0666075,72.9191064
1366956274,19.0666849,72.9189495
1366956275,19.0669639,72.9190699
1366986942,19.0309798,72.8968473
1366986948,19.0327236,72.8962939
1366986952,19.0330269,72.8978893
1366986955,19.0330281,72.9020942
1366987045,19.0466082,72.9094706
1366987053,19.0473303,72.9160374
1367092731,19.0519732,72.9105928
1367092760,19.0525581,72.9070626
1367092768,19.0527157,72.9071901
1367092773,19.0527541,72.9059484
1367092779,19.0528001,72.9055951
1367092892,19.0553439,72.9078051
1367092904,19.0562772,72.9052936
1367092912,19.0563945,72.9099416
1367092932,19.0571135,72.9043167
1367092933,19.0570998,72.9038496
1367092952,19.0580741,72.8863952
1367092973,19.0593096,72.9068679
1367092986,19.0604161,72.9028
1367092999,19.0605386,72.9041871
1367093009,19.0607002,72.9005783
1367093036,19.0611952,72.9028073
1367093063,19.0614671,72.8911361
1367093072,19.0619919,72.8891577
1367093074,19.0621117,72.8833503
1367093082,19.0624783,72.8922918
1367093086,19.0625799,72.8899703
1367093105,19.063117,72.8930443
1367093112,19.063255,72.8850221
1367093122,19.0634306,72.8905615
1367093147,19.0640469,72.8829626
1367093155,19.0640029,72.8816509
1367093164,19.0641315,72.8815455
1367093170,19.0641696,72.8910922
1367093181,19.0644025,72.8838225
1367093183,19.0643862,72.8945878
1367093218,19.0649327,72.8924794
1367093220,19.0651351,72.8917198
1367093227,19.0652461,72.8913125
1367093348,19.0671013,72.8832485
1367093353,19.066966,72.8829512
1392485609,19.075244,72.8874091
1451876569,19.0784605,72.9105906
1451880130,19.0793666,72.9105473
1451880139,19.0795739,72.9115874
1451880141,19.0782794,72.9111649
1451889981,19.0770075,72.9116938
1451889982,19.0780129,72.9120008
1451889993,19.0770223,72.9111295
1451889994,19.07834,72.9109704
1451898156,19.0789351,72.914291
1451898158,19.0774191,72.9138974
1451898160,19.0785672,72.9146926
1462143098,19.0788686,72.9093051
1473471962,19.0314271,72.8887264
1475178057,19.0459084,72.9088191
1642951748,19.0528192,72.88105
1642951755,19.0529039,72.8813852
1642951800,19.0536044,72.8822871
1642951818,19.0538601,72.8833422
1642951842,19.0544583,72.8816256
1642951846,19.0543383,72.8843552
1642951851,19.0544781,72.8842728
1642951853,19.054801,72.8821421
1642951881,19.058254,72.8896646
1642951891,19.058952,72.8903137
1642951893,19.0590868,72.8901831
1643027254,19.0729898,72.9090519
1643031072,19.0708854,72.8949799
1643031073,19.0742757,72.9031388
1643031078,19.0770226,72.9038366
1643035294,19.0742924,72.9051922
1643035296,19.0751767,72.9051076
1643035300,19.075148,72.9060729
1643035301,19.0753088,72.9034016
1643035303,19.0752744,72.9053072
1643035306,19.077341,72.8992352
1643035308,19.0784873,72.9056893
1643035309,19.0793351,72.9041369
1643035311,19.0797811,72.9010023
1643035312,19.0798814,72.9061121
1643047697,19.0765492,72.9061579
1643047700,19.078152,72.90688
1643047701,19.0783743,72.9040727
1643047703,19.0785556,72.9077085
1643047704,19.0787794,72.9070127
1643047705,19.0790618,72.9087388
1643047706,19.0791503,72.9058597
1643264250,19.0523435,72.8998598
1643264260,19.0526941,72.8999913
1643264273,19.0532817,72.8945148
1643264325,19.0596656,72.9006889
1643264330,19.0597684,72.9003458
1643264345,19.059921,72.9002848
1643264350,19.0600171,72.9003002
1643264361,19.0601819,72.900451
1643351764,19.0513722,72.887881
1643351765,19.0532383,72.8880657
1643351766,19.053378,72.8969517
1643351775,19.0540562,72.8996114
1643351781,19.0541847,72.8981347
1643351789,19.0548554,72.8996136
1643351801,19.0550377,72.9047757
1643351807,19.055301,72.8983363
1643351810,19.0555399,72.9005261
1643351817,19.0555323,72.9010917
1643351824,19.0558475,72.8978543
1643351826,19.0558899,72.9043271
1643351828,19.056014,72.9005357
1643351829,19.0560456,72.8996561
1643351830,19.0561729,72.8980838
1643351839,19.0568577,72.9005529
1643351841,19.0569555,72.89811
1643351843,19.0569761,72.887222
1643351856,19.0598896,72.8966104
1643351862,19.0600898,72.8921418
1643351864,19.0612464,72.8929502
1643351868,19.0636991,72.8971917
1643351870,19.0638507,72.8966448
1647285766,19.0684798,72.882104
1647285772,19.070265,72.8840927
1647285777,19.070944,72.8834626
1647285780,19.0711806,72.8836805
1647285813,19.0762453,72.8830665
1650809508,19.0372549,72.9095199
1651387817,19.0540824,72.8892738
1651404914,19.0461695,72.8998664
1651404921,19.0587804,72.8984818
1651404922,19.0602857,72.8995162
1651414388,19.0525929,72.908103
1651414390,19.0531864,72.9093708
1651414397,19.0548172,72.9094929
1651414398,19.0550478,72.9041162
1651414402,19.0552155,72.9086005
1651414421,19.0559245,72.9101783
1651414424,19.0560004,72.9091288
1651414430,19.0565214,72.908355
1651414431,19.0566904,72.9086954
1651414448,19.0578971,72.9086944
1651414449,19.0579234,72.9086604
1651414450,19.0579419,72.9043388
1651414451,19.0579427,72.9038469
1651414452,19.0579985,72.905158
1651414458,19.0583401,72.9090763
1651414460,19.0585956,72.8997946
1651414471,19.0599206,72.9040099
1651414472,19.0607089,72.8939124
1651414478,19.0619132,72.8978241
1651414481,19.0621954,72.8982197
1651414487,19.0627241,72.8958332
1651421871,19.0532244,72.8999853
1651421877,19.0539122,72.897995
1651421946,19.0586135,72.8987242
1651421957,19.0603073,72.9017589
1651421959,19.0605879,72.8970626
1651421961,19.0606236,72.8985443
1651421963,19.0616529,72.9017485
1654348854,19.0549338,72.8848162
1654348871,19.0580731,72.8829602
1654348885,19.0592241,72.882506
1654348910,19.0607299,72.8844858
1654383155,19.0553338,72.9106739
1654383160,19.0561675,72.9066577
1654383162,19.0562649,72.9078555
1654383165,19.0570802,72.907337
1654383187,19.0586451,72.9121009
1654383197,19.0590035,72.911094
1654383209,19.0590648,72.9120462
1654383213,19.0591023,72.9132422
1654383238,19.0596636,72.9119916
1654383278,19.0604609,72.9104548
1654383282,19.0605933,72.9119202
1665624924,19.0646506,72.9110644
1665625025,19.0687246,72.9042299
1665625040,19.068818,72.904366
1665625106,19.070418,72.9080512
1665625108,19.0702686,72.9076426
1665625137,19.0706255,72.9072376
1665625168,19.0709565,72.9079441
1665625199,19.0712744,72.9084175
1665625258,19.0716428,72.9081405
1665625285,19.0720396,72.9078396
1665625298,19.0722239,72.9079779
1665625322,19.0722957,72.9091216
1665625327,19.0727734,72.9102429
1665625334,19.0730143,72.9108272
1665625343,19.0734532,72.918987
1665625357,19.0743249,72.9054641
1665625359,19.0739716,72.9183013
1665625370,19.0742797,72.916444
1665625383,19.0745487,72.9196007
1665625384,19.07457,72.9151458
1665625386,19.0749281,72.9190977
1665625408,19.0754685,72.9153509
1665625432,19.0766877,72.9167908
1665625434,19.0769493,72.9180145
1665625437,19.0771309,72.9162004
1665625439,19.0774019,72.9174364
1665625440,19.0777746,72.9166829
1665625450,19.0779519,72.9168131
1665625451,19.0781341,72.9161894
1665625452,19.0783959,72.91583
1683617366,19.0680593,72.9027291
1738882048,19.0501745,72.919863
1738882054,19.0496677,72.9197035
1903616901,19.048486,72.9173813
1903627624,19.0511138,72.9183951
1903627628,19.0499144,72.9175434
2143584813,19.0550925,72.9068025
2146269431,19.0715688,72.9050212
2146269442,19.0701291,72.9035547
2146269444,19.0716126,72.9072031
2146269450,19.0721856,72.9021811
2146269452,19.0717056,72.9031061
2146269461,19.0707005,72.9021849
2146269465,19.0725118,72.9037176
2146270424,19.0729103,72.9033706
2146270425,19.0718754,72.9028058
2146270810,19.0720977,72.904292
2146270811,19.0713254,72.9036318
2146273510,19.0700204,72.9010267
2146273512,19.0681456,72.9016993
2146273513,19.0676384,72.9001335
2146273514,19.068792,72.9018696
2146273515,19.0693023,72.9019313
2146273517,19.0683369,72.9005846
2146273519,19.068836,72.9012339
2146273520,19.0698271,72.9026716
2146273790,19.0711314,72.9045406
2146279195,19.0706797,72.9051942
2163935132,19.0709141,72.9014549
2163950391,19.0684617,72.906125
2163950393,19.0673122,72.9045749
2163950400,19.0675919,72.9039124
2163950402,19.0688278,72.905806
2163956171,19.0682206,72.905793
2235206832,19.0677249,72.9071102
2235206835,19.0676334,72.9077065
2235210217,19.0664519,72.9049842
2235210219,19.0670268,72.9052593
2238493937,19.0664736,72.9034822
2238597919,19.0522774,72.9005747
2238597924,19.0525232,72.9007882
2242249982,19.0663809,72.9073093
2242249986,19.0659921,72.9093334
2246471647,19.0599369,72.8850696
2246471649,19.0601797,72.8861026
2246471656,19.0605846,72.8859093
2246471663,19.0609834,72.9051425
2246471666,19.0610206,72.8871793
2246471668,19.06114,72.8859622
2246471679,19.0614787,72.8863847
2246471681,19.0615776,72.907015
2246471684,19.0614346,72.8853039
2246471699,19.0617683,72.8861337
2246471704,19.0618801,72.9070651
2246471719,19.0622097,72.9053463
2246471722,19.0623417,72.9081945
2246471724,19.0623417,72.8868256
2246471728,19.0623588,72.8838912
2246471734,19.0625413,72.8869941
2246471739,19.0625778,72.885792
2246471748,19.0628236,72.89272
2246471753,19.0628759,72.8877355
2246471755,19.0628787,72.8854326
2246471766,19.0628046,72.9073233
2246471769,19.0630462,72.8883398
2246471776,19.0632289,72.8833074
2246471784,19.0632943,72.914547
2246471818,19.0634551,72.8868056
2246471822,19.0634882,72.9022867
2246471824,19.0634616,72.8997922
2246471825,19.0634725,72.8886654
2246471836,19.0635843,72.884206
2246471844,19.0636105,72.9039591
2246471852,19.0637338,72.9043515
2246471854,19.0637373,72.8864744
2246471860,19.0637767,72.8921459
2246471861,19.0637812,72.8908288
2246471863,19.0638981,72.9125562
2246471865,19.0638766,72.901345
2246471910,19.0642381,72.898987
2246471918,19.0643607,72.8893439
2246471931,19.0646291,72.8883394
2246471936,19.0647351,72.9035171
2246471944,19.0646063,72.9167056
2246471947,19.0649141,72.8896916
2246471962,19.0651389,72.8963222
2246471980,19.0653066,72.8906485
2246471991,19.0654272,72.8997275
2246472002,19.0654978,72.8901212
2246472009,19.0655553,72.9035517
2246472016,19.0659296,72.8921016
2246472025,19.0659031,72.8939767
2246472029,19.0659064,72.9035665
2246472068,19.0664189,72.8939376
2246472069,19.0665342,72.8950293
2246472082,19.0667986,72.8872864
2246472089,19.0670128,72.8858603
2246472099,19.0672542,72.8848969
2246472120,19.0675478,72.8835144
2246472123,19.0676584,72.894019
2246472125,19.0675113,72.8939939
2246472138,19.0680903,72.88601
2246472148,19.0682339,72.8858978
2246472154,19.068493,72.8811904
2246472156,19.0685392,72.8852578
2246472163,19.0686908,72.8801262
2246472177,19.0700102,72.8805498
2246472196,19.0704919,72.89568
2246472198,19.0705231,72.8808743
2246472199,19.0708011,72.8974849
2246472218,19.0711783,72.88142
2246472223,19.0712364,72.8989704
2246472238,19.0713944,72.8971209
2246472261,19.0720298,72.8815263
2246472263,19.072165,72.8815241
2246472266,19.0722646,72.8852425
2246472307,19.0726701,72.8845003
2246472316,19.0728851,72.9101422
2246472324,19.073094,72.88489
2246472326,19.0731095,72.9076329
2246472327,19.0732658,72.9088792
2246472346,19.0733612,72.8837131
2246472348,19.0734786,72.8852625
2246472358,19.0737228,72.9082638
2246472362,19.073939,72.8837695
2246472368,19.0741505,72.9077601
2246472376,19.0742842,72.9199515
2246472379,19.0743876,72.9102254
2246472380,19.0744,72.9060935
2246472382,19.0746883,72.9071287
2246472384,19.0747134,72.9019886
2246472385,19.0749412,72.9097067
2246472387,19.0749931,72.9010445
2246472389,19.0750708,72.9198523
2246472391,19.0752806,72.9041802
2246472395,19.075428,72.9184673
2246472397,19.0754304,72.9092484
2246472400,19.0754781,72.8978688
2246472402,19.075478,72.9193679
2246472406,19.0755864,72.9116488
2246472414,19.0758532,72.8881945
2246472416,19.0758312,72.9042688
2246472422,19.0759423,72.8868374
2246472430,19.0759571,72.8980835
2246472442,19.0760924,72.8808534
2246472445,19.0761451,72.9111325
2246472459,19.0763307,72.8984003
2246472463,19.0764491,72.8890033
2246472465,19.07638,72.9068229
2246472471,19.0765334,72.8876225
2246472474,19.0766321,72.8862871
2246472476,19.0766157,72.9121989
2246472478,19.0765854,72.8971011
2246472482,19.0766499,72.9106661
2246472484,19.0766649,72.8986776
2246472488,19.0767627,72.9054681
2246472497,19.0767859,72.8808392
2246472505,19.0769118,72.8896088
2246472507,19.0771249,72.8883957
2246472509,19.0769932,72.8973695
2246472511,19.0770314,72.9103136
2246472515,19.0770255,72.8989676
2246472516,19.0770807,72.9054974
2246472519,19.0771899,72.8870111
2246472521,19.0771277,72.9030901
2246472523,19.0771164,72.8802391
2246472527,19.0771758,72.8978362
2246472529,19.0771759,72.9021272
2246472533,19.0771708,72.9016712
2246472535,19.0771903,72.8812266
2246472537,19.0771727,72.9124919
2246472539,19.077242,72.9105499
2246472547,19.0774518,72.8902902
2246472550,19.0775863,72.889016
2246472552,19.0776558,72.9089375
2246472556,19.0776137,72.9098033
2246472562,19.0777526,72.8877962
2246472568,19.0778138,72.9127589
2246472570,19.0777951,72.9030697
2246472576,19.0777704,72.9013586
2246472580,19.0778996,72.8863712
2246472588,19.0781407,72.8897273
2246472590,19.0780675,72.9075443
2246472600,19.0781858,72.904751
2246472602,19.0782834,72.8899255
2246472604,19.0782582,72.8884435
2246472611,19.0783095,72.9089792
2246472615,19.0784891,72.8871711
2246472617,19.078536,72.9030978
2246472626,19.0785395,72.8802537
2246472628,19.0785335,72.9019961
2246472636,19.0786579,72.9077429
2246472640,19.0788059,72.8891679
2246472644,19.0789421,72.887835
2246472646,19.079157,72.8896242
2246472653,19.0792221,72.9005918
2246472666,19.0794025,72.9031308
2246472670,19.0794353,72.9002376
2246472672,19.0794654,72.9024688
2246472674,19.079499,72.8885558
2246472681,19.0796783,72.8998742
2246472691,19.0799263,72.8995365
2246472876,19.0781744,72.9114735
2246660981,19.0605428,72.8837152
2246660983,19.0612891,72.8810574
2246660987,19.0613625,72.882317
2246660993,19.0616472,72.8827159
2246661000,19.0618508,72.8804495
2246661008,19.0621903,72.8822255
2246661012,19.0623905,72.8808389
2246661016,19.0627099,72.8828361
2246661018,19.062883,72.8804885
2246661020,19.062909,72.8815316
2246661022,19.0635376,72.8820889
2246661024,19.0651122,72.9097839
2246661031,19.0652124,72.9069554
2246661033,19.0687708,72.8818443
2246661036,19.0694741,72.8831891
2246661041,19.070073,72.8826513
2246961187,19.063887,72.8988517
2248799739,19.0310035,72.901176
2248799749,19.0313679,72.9045324
2248799768,19.0315192,72.9012557
2248799774,19.031553,72.903243
2248799793,19.0318947,72.9032054
2248799803,19.0319893,72.9011626
2248799832,19.032369,72.9018245
2248799834,19.0325058,72.9005809
2248799933,19.0351218,72.904161
2248799999,19.0357368,72.9055382
2248800002,19.0358646,72.9055332
2248800044,19.0364564,72.9068975
2248800091,19.0370832,72.9050132
2248800213,19.0398366,72.8945028
2248800256,19.040278,72.8924278
2248800270,19.0403674,72.8918012
2248800508,19.0418989,72.8926682
2248800562,19.0420907,72.8906996
2248800564,19.0421257,72.8925066
2248800587,19.0422393,72.8960486
2248800590,19.0422329,72.8912182
2248800614,19.0423662,72.8960892
2248800680,19.0428241,72.8949618
2248800706,19.0432757,72.8913408
2248800707,19.0432912,72.890824
2248800716,19.043355,72.892014
2248800718,19.0433736,72.8925145
2248800722,19.0434179,72.893378
2248800741,19.0435902,72.9015603
2248800794,19.0439304,72.8965975
2248800804,19.0439995,72.897231
2248800824,19.0441662,72.894218
2248800830,19.0442017,72.8947556
2248800832,19.0442155,72.8913913
2248800844,19.0443415,72.8964162
2248800852,19.0443792,72.8981282
2248800886,19.0446216,72.8906071
2248800893,19.0446439,72.8908987
2248800899,19.044455,72.8924875
2248800904,19.0447537,72.8914019
2248800919,19.0447408,72.89201
2248800961,19.0449252,72.8947098
2248800971,19.0450017,72.8956784
2248800977,19.0450472,72.8962548
2248800982,19.0450697,72.8989886
2248800986,19.0450755,72.8905308
2248800987,19.0450864,72.8969826
2248800994,19.04512,72.8932954
2248800999,19.0451471,72.8914059
2248801048,19.0455045,72.8936765
2248801055,19.0456024,72.8946172
2248801057,19.045608,72.8946718
2248801066,19.0456434,72.9115866
2248801069,19.045706,72.8956138
2248801073,19.0457971,72.8962594
2248801080,19.0458437,72.903417
2248801082,19.0458431,72.9045754
2248801114,19.0459055,72.8973419
2248801148,19.046141,72.8989024
2248801164,19.0462073,72.8932703
2248801178,19.0463478,72.8946407
2248801201,19.0465219,72.8954171
2248801212,19.0466206,72.8961379
2248801223,19.0467913,72.9117418
